Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Flow Packets/s,Fwd IAT Std,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Max Packet Length,Packet Length Mean,Packet Length Variance,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
1.9442194700241089,5.970679759979248,16.537717819213867,7.499180316925049,0.47391101717948914,14143.33984375,1068.919921875,0.0,66.27620697021484,19.419944763183594,3.8571343421936035,5.562878608703613,212.1442413330078,227.0,-0.0,FTP-Patator
8.91478443145752,96.36895751953125,23.743764877319336,10.298821449279785,33.99987030029297,2.539491653442383,1385127.875,0.0,294.203369140625,488.0,29.766082763671875,10.311613082885742,0.0,28673.8203125,227.0,FTP-Patator
1.940743088722229,5.681519508361816,15.927757263183594,7.476607322692871,0.4790458083152771,14302.291015625,1023.8289794921875,0.0,66.26394653320312,20.566471099853516,3.762291669845581,5.4089484214782715,212.1442413330078,227.0,-0.0,FTP-Patator
8.954618453979492,111.1694107055664,24.712472915649414,10.364681243896484,33.99987030029297,2.64253306388855,1378158.75,1.8388032913208008,296.0,488.0,32.2069206237793,10.565659523010254,0.0,28671.94140625,227.0,FTP-Patator
8.984850883483887,104.47686767578125,26.656251907348633,10.923937797546387,33.99987030029297,2.623074531555176,1371103.25,1.8388032913208008,294.51123046875,488.0,32.186683654785156,10.608187675476074,0.0,28711.6484375,227.0,FTP-Patator
8.961024284362793,102.2638931274414,26.570831298828125,11.164844512939453,33.99987030029297,2.6654598712921143,1335049.125,1.8388032913208008,293.299072265625,488.0,31.774389266967773,10.494935035705566,0.0,28623.61328125,227.0,FTP-Patator
7.926721096038818,110.08159637451172,18.129817962646484,8.086227416992188,33.99987030029297,2.263867139816284,1476509.875,1.8388032913208008,293.608154296875,476.9957275390625,42.688236236572266,12.91999626159668,0.0,29200.0,227.0,FTP-Patator
8.948565483093262,103.7467041015625,26.270748138427734,11.409941673278809,33.99987030029297,2.618006706237793,1336384.625,1.8388032913208008,293.6072692871094,488.0,32.44281768798828,10.39443302154541,0.0,28679.044921875,227.0,FTP-Patator
1.7768347263336182,8.475584030151367,16.401611328125,5.730844020843506,0.7182666659355164,11724.2080078125,992.0001220703125,0.0,54.35491943359375,16.762786865234375,4.442500591278076,9.874281883239746,212.1442413330078,227.0,-0.0,FTP-Patator
8.941368103027344,109.39190673828125,27.38566017150879,10.98643684387207,33.99987030029297,2.676690101623535,1361976.375,1.8388032913208008,294.4255676269531,488.0,34.48706817626953,10.840662956237793,0.0,28595.17578125,227.0,FTP-Patator
8.990821838378906,108.7198486328125,27.406461715698242,11.40527629852295,33.99987030029297,2.557497262954712,1382147.875,1.8388032913208008,294.401123046875,488.0,35.65780258178711,10.771941184997559,0.0,28659.865234375,227.0,FTP-Patator
1.9415537118911743,5.616492748260498,15.092025756835938,6.686920642852783,0.4817642271518707,13371.6142578125,973.4332275390625,0.0,66.7905502319336,20.301977157592773,3.7148704528808594,5.613687992095947,212.1442413330078,227.0,-0.0,FTP-Patator
8.908737182617188,134.99990844726562,27.06366729736328,11.255965232849121,33.99987030029297,2.354684591293335,1538368.0,1.8388032913208008,291.4697265625,488.0,41.39457321166992,12.193679809570312,0.0,28932.771484375,227.0,FTP-Patator
