Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Flow Packets/s,Fwd IAT Std,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Max Packet Length,Packet Length Mean,Packet Length Variance,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
3.038419246673584,0.004842400550842285,0.8199795484542847,0.3181913495063782,0.041682422161102295,0.6671816110610962,3873596.0,0.0,101.96296691894531,42.43947219848633,0.049233585596084595,0.022997131571173668,7.118934631347656,29200.0,28960.0,Web Attack � XSS
3.0590245723724365,0.003112971782684326,0.62864089012146,0.22303834557533264,0.027788281440734863,0.6877278089523315,3681092.25,0.0,103.61487579345703,40.41425323486328,0.035641491413116455,0.015292899683117867,5.1256327629089355,29200.0,28960.0,Web Attack � XSS
2.9589617252349854,0.004496514797210693,0.758488655090332,0.31443583965301514,0.03503739833831787,0.717444658279419,3877324.0,0.0,101.91520690917969,42.49996566772461,0.04198446869850159,0.02022360824048519,5.695147514343262,29156.17578125,28960.0,Web Attack � XSS
2.96988582611084,0.004842400550842285,0.7874671220779419,0.2975557744503021,0.031110793352127075,0.7558261156082153,3942391.5,0.0,100.6573486328125,43.89897918701172,0.03533944487571716,0.01868276111781597,4.840875625610352,29168.041015625,28960.0,Web Attack � XSS
3.0057692527770996,0.005188286304473877,0.9684058427810669,0.42144837975502014,0.06947070360183716,0.6671816110610962,3958616.25,0.0,104.75337982177734,42.48945236206055,0.09635284543037415,0.033667489886283875,13.668354034423828,29200.0,28960.0,Web Attack � XSS
3.019150495529175,0.0038047432899475098,0.7254713773727417,0.27300652861595154,0.02899646759033203,0.6836577653884888,3812651.5,0.0,103.2589340209961,43.75985336303711,0.03896400332450867,0.017642689868807793,5.1256327629089355,29200.0,28960.0,Web Attack � XSS
3.002023220062256,0.0038047432899475098,0.7229471206665039,0.2514617145061493,0.02748623490333557,0.7394444942474365,3818823.75,0.0,104.84992218017578,41.17634582519531,0.03322511911392212,0.015909237787127495,4.556118011474609,29200.0,28960.0,Web Attack � XSS
3.029909133911133,0.001729428768157959,0.6566096544265747,0.208767369389534,0.03292307257652283,0.6671816110610962,3672363.25,0.0,105.8381576538086,32.1199836730957,0.04953563213348389,0.022072622552514076,8.542720794677734,29200.0,28960.0,Web Attack � XSS
3.0738422870635986,0.005188286304473877,0.779793381690979,0.29719996452331543,0.03201693296432495,0.720988392829895,3860292.75,0.0,102.35169219970703,46.0401496887207,0.03805786371231079,0.018027901649475098,5.4103899002075195,29200.0,28960.0,Web Attack � XSS
3.077475070953369,0.004842400550842285,0.7231490612030029,0.3050272762775421,0.03171488642692566,0.6980205774307251,3834406.75,0.0,101.82701110839844,45.87057876586914,0.03805786371231079,0.018220506608486176,5.1256327629089355,29200.0,28960.0,Web Attack � XSS
