Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Flow Packets/s,Fwd IAT Std,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Max Packet Length,Packet Length Mean,Packet Length Variance,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
20.473527908325195,2018.5816650390625,637.0884399414062,96.52298736572266,959.73779296875,4.517746448516846,763049.6875,0.0,686.8907470703125,1029.4542236328125,938.3737182617188,90.30291748046875,25339.134765625,28789.27734375,227.0,SSH-Patator
19.378705978393555,2055.2060546875,632.6588745117188,106.83900451660156,911.80419921875,4.07350492477417,853433.0625,0.0,647.8733520507812,1010.5828857421875,976.8429565429688,90.42826080322266,27390.8125,28624.384765625,227.0,SSH-Patator
23.01723289489746,2104.416015625,661.9627685546875,100.01724243164062,975.9999389648438,4.00974178314209,966216.0625,0.0,759.6430053710938,1041.7509765625,1058.6060791015625,81.59844207763672,27015.501953125,28842.755859375,227.0,SSH-Patator
18.973539352416992,2070.346923828125,643.3025512695312,107.87449645996094,939.7555541992188,4.0115437507629395,796947.4375,0.0,634.9364624023438,1020.30712890625,960.57958984375,91.8675308227539,23813.689453125,28830.5625,227.0,SSH-Patator
1.5114659070968628,37.22007369995117,25.76589584350586,4.606520652770996,52.04533767700195,48825.85546875,101463.8359375,0.0,57.0323600769043,17.215290069580078,70.93563079833984,16.680971145629883,84.00342559814453,12486.3125,-0.0,SSH-Patator
20.527124404907227,2009.86669921875,638.8164672851562,94.0306625366211,920.3424682617188,4.435343265533447,793586.8125,0.0,686.3389892578125,998.5812377929688,979.2886352539062,89.58341217041016,25775.66796875,28374.998046875,227.0,SSH-Patator
19.21047592163086,2060.318359375,647.7919921875,103.61858367919922,894.4745483398438,4.023630619049072,812938.75,0.0,640.8749389648438,1012.9578247070312,958.0484008789062,89.3873062133789,23055.666015625,28815.109375,227.0,SSH-Patator
19.78001594543457,2034.2288818359375,630.774169921875,99.89714050292969,951.024658203125,4.183757305145264,915563.0625,0.0,654.9215698242188,1008.192138671875,993.0084838867188,90.50896453857422,22600.623046875,28613.02734375,227.0,SSH-Patator
21.329975128173828,1953.725341796875,613.2192993164062,91.92302703857422,944.4705200195312,4.517919540405273,809095.4375,0.0,709.751953125,1001.5403442382812,969.79443359375,87.90189361572266,29537.59765625,28530.833984375,227.0,SSH-Patator
21.02641487121582,1997.1519775390625,633.4109497070312,95.48492431640625,964.8550415039062,4.5575175285339355,755833.8125,0.0,701.7587280273438,1021.0936279296875,937.9306030273438,89.33560943603516,26925.802734375,28740.36328125,227.0,SSH-Patator
